Timestamp,Grade,,Title of book,,Author of book,What grade level would you recommend this book to?,,How many stars would you give this book?,,,Submit your review below (200-400 word count)
8/22/2020 15:24:46,12,,Unbroken,,Laura Hillenbrand,"9,10,11,12",,5,,,"Of all the books I have read, this is my favorite by far. Despite the amount of time that has passed since it has been published, the story’s themes of dreams, greed, and desires are still relevant in present times. Aside from the many ways it ca Laura Hillenbrand’s Unbroken is a non-fiction book that tells the story of Louis Zamperini’s life, from his time as an Olympic athlete to his journey as a World War II soldier. After his plane is shot down in combat, Zamperini survives at sea for al
I recommend Unbroken to anyone interested in action and adventure. As it is a war story, there are many disturbing scenes and descriptions that might be unsettling to some audiences. However, despite graphic content, this book effectively p"
8/22/2020 15:26:13,12,,Out of My Mind,,Sharon M. Draper,"4,5,6,7",,5,,,"Sharon M. Draper’s Out of My Mind is the touching story of Melody, a young girl with cerebral palsy. Told from Melody’s point of view, Draper provides the audience with a unique perspective that effectively communicates the struggles faced b
This book effectively communicates deep emotion through its display of life’s imperfections. Although children who read this story might not have Melody’s disabilities, Draper reveals the countless similarities between those of the protagonist a"
,,,,,,,,,,,
9/5/2020 13:39:34,7,,Cinder,,Marissa Meyer,6,,4,,,"Cinder, by Marissa Meyer, is one of my favorite books.
The book is based on Cinderella. The man character is a cyborg named Cinder. Cinder lives with her two adopted sisters, Pearl and Peony, and her ""mother"", Adri. After her adopted dad died due to letumosis(the plague).During this time, the  I would recommend this book for people grades 6+, it's a good book, but it gets a little scary so I would recommend it to anyone younger than 11.
The book does have a bit of a love story, but there is a lot happening and Cinder isn't the typical damsel in distress, so it doesn't get mushy.  I overall really like the book, but it does get scary."
9/7/2020 20:39:25,9,,The City of Ember,,Jeanne DuPrau,4,,5,,,"Twelve year old Lina Mayfleet and Doon Harrow live in the city of Ember, located deep underground. Having just graduated school, they each receive a job. Doon works in the pipeworks, the underground area of the city near the generator, wher Jeanne DuPrau’s The City of Ember is dystopian, portraying a world where the human race is preserved only by creating a colony far underground. Here the people thrive, but with no knowledge of what the world used to be.
DuPrau includes many details in her writing, enabling the reader to understand and see the story unfold. Both characters are unique in their own ways, but their determination to find an exit determines the outcome of the story. In the end, their ha I would recommend this book to those who enjoy the dystopian genre with a twist of mystery. The book kept me flipping the pages as Lina and Doon faced new challenges. For those who enjoy it, there are three other books in the series. Two co"
9/19/2020 22:31:48,7,,"The Other, Better Me",,Antony John,5,,3,,,"The book, ""The Other, Better Me"" is about a young girl named Lola constantly growing and learning as a person who has never met her father before. In the story, Lola's class is assigned a project called ""The Other Me"". The students would have"
9/26/2020 21:51:37,7,,The 47 People You'll Meet In M,,Kristen Mahoney,5,,3,,,"Augusta finally entered middle school and she is ready to record some notes for her younger sister. In this book, Augusta writes about 47 different types of people in middle school. With her best friend attending a different school, her parents divo"
9/27/2020 10:13:20,7,,Number the Stars,,Louis Lowry,5,,5,,,"Annemarie must help her best friend Ellen hide from the Germans. Her family takes Ellen in and acts as though Ellen is Annemarie's sister. When the Germans come, they become suspicious about Ellen's dark hair compared to Annemarie's fam"
9/27/2020 21:37:27,7,,Things I Should Have Known,,Claire Scovell LaZebnik,"6,7",,5,,,"Chloe has spent her whole life looking after and taking care of her older sister with autism. David has spent his whole life looking after and taking care of his older brother with autism. With both Ivy, Chole's sister, and Ethan, David's brother diagn"
10/3/2020 21:47:51,7,,Out of Left Field,,Ellen Klages,5,,5,,,"The book, ""Out of Left Field"" is about a girl named Marnie with a special talent in baseball. Cody, her best friend, plays on the baseball team. He's a popular star, and everyone loves him. One day, at a game, Cody gets hit in the arm with a fast o"
10/4/2020 21:15:12,9,,All the Light We Cannot See,,Anthony Doerr,"9,10,11,12",,5,,,"Marie-Laure is a blind girl living in Paris. Her father works at the Museum of Natural History. Werner Pfennig is a boy living with his sister in an orphanage of the mining town of Zollverein Germany. As World War two starts, both must leave their h Doerr’s writing style splits the book into two perspectives. Alternating between Marie and Werner's life, allowing the reader to see the two progress through life simultaneously. Also, the novel switches between the present and the future, giving th The novel is Historical Fiction, exposing the difficulties many civilians experienced in war. Through Maire-Laure’s journey it highlights the hopelessness felt during the worst times. Likewise, the book reveals the Nazi’s abduction of children into th     I would recommend this book to anyone who enjoys a good read. Although it may appeal to those who enjoy historical fiction, readers will love the way Doerr intertwines the two individual lives with the radio and the Sea of flames. The book is wr"
10/10/2020 17:21:59,7,,Out of My Mind,,Sharon M. Draper,"9,10,11,12",,5,,,"Melody, a young girl with a disability, is trapped in her brain and has no way to communicate what she wants to say. She is a child prodigy with outstanding knowledge, but no one understands this except for her loving and supporting parents. Sh"
10/12/2020 21:44:00,9,,Murder on the Orient Express,,Agatha Christie,"11,12",,5,,,"Murder on the Orient Express is a young adult murder mystery, written by the world famous Agatha Christie. It takes place on a train, the Orient Express which is stopped due to a snow drift. When all the passengers awake and go to eat breakfa Agatha Christie is know for her famous murder mystery books and has sold millions of copies worldwide. It’s no question why her books are so popular! They’re filled with thrill and suspense as you work your way through the book trying to piece In this particular book you meet twelve very distinctive characters with elaborate stories. You hear the evidence from each one of them through their eyes. There's never a dull moment with these characters as each one reveals important informa  I would recommend this book to anyone looking for a good page turner. Whether you're a mystery novel fanatic, or not. I ensure this book will suck you into the Orient Express itself, right alongside Monsieur Poirot. This book is a five out of five a"
10/12/2020 22:00:59,9,,Death in the Clouds,,Agatha Christie,"9,10,11,12",,5,,,"Death in the Clouds is a young adult mystery murder novel by Agatha Christie. Detective Hercule Poirot sat in seat number nine on the aircraft, trying desperately to ignore his travel sickness. A wasp flew about the carriage until somebody finally This book focuses on the nine members of the aircraft Mr. Ryder, Monsieur A. Dupont, Monsieur J. Dupont, Mr. Clancy, Dr. Bryant, Mr. Gale, Countess Horbury, Ms. Grey, and Ms. Kerr. Each one is asked a series of questions about whether they This book was extremely captivating and left me breathless for more. Agatha Christie has a way of making the person in her books, the one you least expect, the murderer. Her plots are never predictable and are never dry like some other myster"
11/5/2020 19:16:42,11,,Maggie: A Girl of the Streets,,Stephen Crane,"9,10,11,12",,4,,,"Maggie: A Girl of the Streets is a novella by author Stephen Crane. The book was published in 1893, set in the tenements of New York City, more specifically, the Bowery neighborhood of the Lower East Side. The book was published as Americ Stephen’s Crane novella does not romanticize life in the city at all, which was something that was a common theme in many of novels of the time and something also present in the story to an extent as well. In the story, Pete represents a romanti"
,,,,,,,,,,,
11/8/2020 22:33:58,9,,The people of Sparks,,Jeanne DuPrau,"9,10,11,12",,4,,,"After the people from the underground city called Ember emerge into the upper world, they find that scattered civilizations are all that is left of humanity. Led by Lina and Doon, they find a village called sparks, where they take refuge. There, they Being the second book of the Ember series, it continues the dystopian story of a world where the fear of apocalyptic events caused the construction of an underground city to preserve the human race. The story takes place after these events hav DuPrau keeps the reader engaged by slowly building tension. Will those from Ember and those from Sparks resort to fighting to solve their problems? Will the leaders of Sparks choose to use their “secret weapon,” or will they find peace.
I would recommend this book to those who enjoy dystopian and post apocalyptic genres. It portrays a possible future for our own world if people resort to violence. A major lesson to be learned from the book is to not make the same mistakes. Ev"
,,,,,,,,,,,
11/9/2020 17:47:08,11,,Stamped from the Beginning,,Ibram X. Kendi,"9,10,11,12",,5,,,"Stamped from the Beginning by Ibram X. Kendi is a nonfiction book that is a comprehensive history of the idea of racism in America from start to finish. Kendi covers anti black ideas that were first planted with the settlement of the United States t In the end, Stamped from the Beginning is a very well written book that is most definitely worth giving a read. While it is somewhat of a long read, the language used is never too complex to read and always relatively straightforward. On top of thi"
,,,,,,,,,,,
11/12/2020 21:45:59,11,,The Jungle,,Upton Sinclair,"10,11,12",,4,,,"The Jungle by Upton Sinclair is a novel written in 1906 meant to portray the brutal working and living conditions that many immigrants were greeted with upon arriving in cities like Chicago. The book depicts the rampant poverty and exploitatio The book itself is well written and is certainly a piece that invokes outrage and pure emotions when one reads it. Obviously, Sinclair’s depictions of the extremely foul practices that were commonplace in the meat industry resonated with his audie"
11/16/2020 18:35:00,11,,1776,,David McCullough,"9,10,11,12",,5,,,"1776 is a nonfiction book written by Pulitzer Prize historian David McCullough. The book covers the history of the American Revolutionary War, with an emphasis on the military side of the conflict rather than the political side. More specifically In the end, 1776 is a very well researched and written book that makes it worthwhile reading. The piece has an abundance of primary source documents including maps, diary entries and illustrations. Alongside detailed and often gritty descriptio"
12/30/2020 17:44:59,10,,The Outsider,,Stephen King,"10,11,12",,4,,,"As expected of Stephen King, the Outsider is dripping with heavy suspense and mind-bending plot twists. As a fair warning, the novel is not suited for younger children, and gives detailed description of both assault and murder. The novel begins"
1/19/2021 19:32:03,11,,Soccernomics,,Simon Kuper and Stefan,"9,10,11,12",,5,,,"Soccernomics is a non fiction book written by Simon Kuper and Stefan Szymanski which seeks to answer the multitudes of questions on soccer through a statistical lens. The book is very much similar to “Moneyball”, the book and film which fam In the end, the book itself was a joy to read. Soccer is something that I have always been personally interested in and the financial side of the sport especially has been something that has always fascinated me. Questions such as the best way t"
,,,,,,,,,,,
3/30/2021 12:42:01,10,,All the Light We Cannot See,,Anthony Doerr,"10,11,12",,5,,,"All the Light We Cannot See by Anthony Doerr is a masterpiece of writing that everyone should read at one point in their life. It is set in August 1944, during the bombing of Saint-Malo. The story revolves around the fates of a blind French girl, Ma
Doerr also incorporates multiple meaningful themes into this novel, including the mysteries of truth and intertwined destiny. The book can become confusing at times, due to the many flashbacks, but I loved the moment when every plot point sud"
,,,,,,,,,,,
3/31/2021 11:53:12,10,,Death on the Nile,,Agatha Christie,"9,10,11,12",,4,,,"Agatha Christie has always been one of my favorite authors.This novel, Death on the Nile, is not an exception to her ability to weave in multiple character stories and motives into a cohesive murder mystery.
In Death on the Nile, a wealthy heiress, Linnet Ridgeway, is unfortunately murdered on a cruise on the Nile River. Christie's famed character, brilliant detective Hercule Poirot, happens to be on the cruise himself, and proceeds to methodically qu
The best thing about Agatha Christie is her ability to have you sympathize for each separate character. Each character has a back story, possible motive, and it is hard to distinguish from right and wrong. In this book especially, the stories she wri"
,,,,,,,,,,,
,,,,,,,,,,,
3/31/2021 23:26:21,10,,The Mysterious Affair at Styles,,Agatha Christie,"9,10,11,12",,5,,,"The Mysterious Affair at Styles was brilliantly written for being Agatha Christie's first published novel. It is a classic case of a murder by poison of Mrs. Emily Inglethorp, and someone in the house has done it. Hercule Poirot is called to solve this d
Christie's use of subtle foreshadowing really sets up the atmosphere of the book. She is an expert at understanding how people act in certain tense situations, and crafts characters to weave a bit of storytelling into the mystery. In this book, I esp"
,,,,,,,,,,,
5/4/2021 17:50:58,10,,King of Scars,,Leigh Bardugo,"8,9,10,11",,4,,,"King of Scars by Leigh Bardugo is yet another spin off of her Shadow and Bone trilogy. It is the first of a duology following Nikolai Lantsov, the King of Ravka as he attempts to govern his country while quite literally wrestling his inner demon. The"
5/5/2021 17:31:01,10,,Six of Crows,,Leigh Bardugo,"9,10,11,12",,5,,,"Six of Crows by Leigh Bardugo is the first in a duology of the same name which is a spin-off of her trilogy called Shadow and Bone. This book is set in the same world but takes place in Ketterdam, a city of casinos, brothels, gangs, and criminals"
5/8/2021 11:10:25,10,,Crooked Kingdom,,Leigh Bardugo,"9,10,11",,5,,,"Crooked Kingdom, a sequel to Six of Crows and the final part of a thrilling duology by Leigh Bardugo truly harnesses the power of storytelling to express a captivating action-packed tale once again. The book is told from the alternating points of v"
5/16/2021 17:21:14,10,,These Violent Delights,,Chloe Gong,"8,9,10",,4,,,"Set in 1926 Shanghai, Chloe Gong’s debut novel, These Violent Delights,  is sure to appease lovers of the age old Romeo and Juliet story. In this book, Juliet Cai, heiress to the Scarlet Gang, returns to her city after fleeing the betrayal of her form Readers will not believe that this novel is Gong’s debut as she perfectly captures the essence of the time period by weaving history and culture into the story. Juliet’s conflict between her Eastern heritage but Western influence remains a theme th"
5/28/2021 18:58:18,10,,"The Seven Husbands of Evely
",,Taylor Jenkins Reid,"10,11,12",,5,,,"While The Seven Husbands of Evelyn Hugo by Taylor Jenkins Reid might sound like a typical romance novel, it is much more than meets the eye. The story moves between the interactions of reporter Monique Grant and Hollywood legend Evely Evelyn is a captivating main character, an unapologetic woman who will do anything to get what she wants. Although her relationships with Celia and best friend Harry Cameron are some of the highlights of what makes this book so great, Evelyn Those who enjoy media in the previous decades are sure to appreciate the old Hollywood glamour of this novel, as it makes historical references to events and locations in order to make Evelyn’s story more believable and reminiscent of a real a
Reid is able to touch upon many serious topics as well, including (but not limited to): homophobia, biphobia, domestic abuse, sexism, misogyny, harsh beauty standards in the movie industry, racism, and more. The characters presented are com"
5/31/2021 18:00:37,10,,Rule of Wolves,,Leigh Bardugo,"9,10,11",,5,,,This sequel to King of Scars tackles all of the loose ends that arose from the previous book’s cliffhanger. Zoya and Nikolai deal with the politics of running Ravka with a magical blight plaguing their kingdom and an old enemy resurfacing. Nina re
6/13/2021 17:02:25,10,,Legendborn,,Tracy Deonn,10,,4,,,"Legendborn by Tracy Deonn takes the Legend of King Arthur and the Knights of the Round Table and twists it into a modern tale of adventure and magic. Twisting the myth, this novel follows 16 year old Brianna Matthews as she is thrust into a s Deonn excels in creating captivating characters and plot-twists to shock the reader. Nick struggles with the burden of his bloodline but still chooses to help Bree on her quest. Selwyn, or Sel, is an enigma who finds it difficult to trust Bree at first- t Representation is not lacking in the novel with a whole host of LGBTQ+ characters being present, including: gay and lesbian characters and couples, a non-binary character, and multiple bisexual characters. Language is inclusive and no prejudic African-American culture plays a huge role in the progression of the novel as it is a part of Bree’s heritage and is linked to her magical abilities. As the novel is set in the deep South, the author does not shy away from difficult topics concerning th"
6/26/2021 16:25:40,10,,Runner,,Carl Deuker,"5,6,7,8",,5,,,"“The Runner” was a book that could make people see another person's story, or find yourself in. Good and bad. Taking place in Seattle and starting on the anniversary of 9/11, we quickly learn the life Chance lives and how different it is from the p"
6/27/2021 19:14:40,11,,The Cruel Prince,,Holly Black,"9,10,11,12",,4,,,"The Cruel Prince by Holly Black is fantasy at its finest. From the moment the reader opens up the book, they will be transported to the whimsical land of Faerie where creatures known as the Folk live out their days.
The main character, Jude Duarte, is a mortal in a world of fairies and magical creatures. But as she has spent her whole life in this strange world, she has adjusted. Her adopted father, Madoc, raised her in the height of luxury along with her twin Black excels in creating an atmosphere of magic. The world is fully fleshed-out in a way that makes it impossible to forget the uniqueness of the land. Reader’s will feel out of place when they put down the book, as the world is just that immersive The plot of the book is riveting with betrayals, murders, and romance all woven together. Jude’s role in the turbulent monarchy of Faerie sees her embroiled in a conflict that could cost her her life and topple Faerie. She learns her capacity for fer"
6/27/2021 19:26:17,11,,The Wicked King,,Holly Black,"9,10,11",,5,,,"The Wicked King by Holly Black once again continues Jude’s captivating story in a way that is near-perfect. Five months after the coup and subsequent coronation that overturned Faerie politics, Jude is adjusting to her role of puppet-master as s However, the most riveting part of this book has to be Jude’s development. Her change from the previous novel to this one can only be described as monumental. Jude learns that the power she so desperately craved may be her undoing. She h This is crucial now more than ever as a war mounts on the horizon. Black builds tension by revealing to Jude that someone she trusts has betrayed her, early on in the book, and the rest of the story sees Jude wondering who it could be. The rea Although the book focuses on Jude, balancing side-stories is done well, as Jude has different relationships to attend to. Some of the notable ones being: Madoc, the pseudo father whom she betrayed, Taryn, her twin whom she dueled with in the"
6/30/2021 10:37:22,11,,The Queen of Nothing,,Holly Black,"9,10,11",,4,,,"The Queen of Nothing By Holly Black is a thrilling conclusion to an excellent series. Reeling from a betrayal, Jude is acclimating to life in the mortal world. Yet, she is lured back into Faerie, which is on the verge of war yet again. She must finally The twists and excitement of the previous two novels carry over into this one with multiple surprises awaiting the reader. Jude’s development is apparent with her radiating power and authority throughout most of the novel. However, she is also v Of course, a love story must come to a thrilling conclusion in this book, and that it does. Jude and Cardan have gone through a roller coaster of a relationship and it all comes to a head in this book. Their story is satisfying to say the least and it is All in all, Black does an excellent job wrapping up all the loose ends of the series while propelling the narrative forward one more time. The ending is just short of perfect (in my humble opinion) and truly touches on all that should be covered in th"
7/2/2021 14:14:09,8,,The Giver,,Lois Lowry,"6,7,8",,5,,,"The Giver is a fictional book written by Lois Lowry, where the setting is a utopia in an unknown place on Earth. Jonas, a Twelve, is a citizen of this utopia/society (called the Community). In the Community, there are no colors, no feelings, no love,"
7/7/2021 12:59:19,7,,Nathan Hale's Hazardous Tale,,Nathan Hale,"6,7,8",,4,,,"In the graphic novel Nathan Hale’s Hazardous Tales: Blades of Freedom written by Nathan Hale, the author and his main character (a famous spy) just happen to have the same name. This fiction (based on actual events) focuses on the stories
In this book, the main characters are a Hangman, the American spy Nathan Hale, a Provost, and a British boxer called Bill Richmond. These characters use a machine that views events in history and links them together.
This machine first gives them a look into Napoleon’s life, as well as that of a slave boy called Francois Mackandal.  They learn about Napoleon’s childhood and how he joined the French army, and about how Mackandal became a slave and work
The next part focuses on the Haitian Revolution and the Louisiana Purchase. Because Napoleon’s forces were all in Saint-Domingue to fight against a rebel group during the Haitian Revolution, no one was left behind to protect the Louisiana Terr
Overall, this is a very engaging graphic novel based on real historical events that are significant in U.S. history, and I would recommend it for kids in grades 6 through 8th. Reading about history can sometimes be boring and bland, but not in this"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7/13/2021 21:31:37,12,,Lord of the Flies,,William Golding,"9,10,11,12",,5,,,"If you survived a plane crash with boys ages 6-12 and had to build a society on a deserted island, what would you do? This is the question that the boys in Lord of the Flies by William Golding have to figure out. Lord of the Flies is a classic stand
This book opens up with the main protagonist, Ralph, exploring the beach of the island they have just crashed on. Ralph meets characters like Piggy, a boy bullied for his glasses and weight before the crash, and Jack, the main antagonist who h
Ralph argues with Jack because they both want to lead the island differently. When a big problem caused by Jack occurs, Ralph’s hatred for him grows, causing an even bigger rivalry than before, one that will end with the death of some characte
William Golding writes this book with the perfect descriptions and show-don’t-tell imagery that makes the reader question if the shocking scene they read just happened. This book is perfect for young adults who love reading a story with a conclu"
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
7/15/2021 11:34:25,12,,Holes,,Louis Sachar,"6,7,8,9,10,11,12",,5,,,"Imagine you were falsely accused and convicted of stealing a pro-baseball player’s cleats and were sentenced to a brutal detention camp. This scenario is a reality for the protagonist, Stanley Yelnats, and what he is going through from the begin The book opens with Stanley arriving at Camp Green Lake, but ironically it is the driest place on Earth, desert for miles on all ends. As punishment, all the juveniles must dig five feet deep holes all day. They aren’t told why they have to dig holes Stanley and the rest of the boys go out on the desert in the blazing sun to dig for hours with only a bottle of water to stay cool. Stanley starts to accept his new life, until one day, he finds something strange in his hole that makes the boys question Sachar brilliantly writes this Newbery Honor winner with character development and description that is easy for a casual reader to digest, causing them never to want to put the book down. A fantastic mix of adventure and mystery all done at basi"
,,,,,,,,,,,
7/19/2021 16:28:47,11,,Tokyo Ever After,,Emiko Jean,10,,5,,,"Mount Shasta, California was all Izumi, or Zoom Zoom, has ever known. She keeps a close relationship with her mother and three close friends, Noora, Glory, and Hansani. At 18 years old, her mom and best friends are the center of her life. Unti"
,,,,,,,,,,,
7/19/2021 18:32:32,10,,The Road,,Cormac McCarthy,9,,4,,,"The Road, a post-apocalyptic novel intriguingly written by Cormac McCarthy, has the ability to keep a reader hooked into their worst nightmare. Throughout the book, a boy and his papa have one goal: survival. Seems easy right? After all, food a"
7/19/2021 19:02:47,12,,The Graveyard Book,,Neil Gaiman,"8,9,10,11,12",,5,,,"Imagine you lived in a graveyard your whole life and were raised by ghosts; how would you turn out? This scenario is the life of Nobody “Bod” Owens, a boy adopted and raised by the supernatural ever since he was a baby.
The book opens with every member of Bod’s family murdered by a man called Jack with an unknown motive. As a baby, Bod crawls out the front door of his house before Jack could reach his room. He crawls into a graveyard on a hill where he Until Bod is 14 years old, he has never left the graveyard once, as it is forbidden. His only human friend is the one girl who comes to visit the graves. After disobeying the Owens, Bod leaves the graveyard, eventually learning horrifying truths that Gaiman (also the author of Coraline) excellently writes this Newbery Honor winner with a high level of suspense and plot twists that you would never expect. The style this book is written in makes the reader constantly turn the page to find out wh"
7/19/2021 20:12:23,9,,CHERUB: Mission 2 The Deale,,Robert Muchamore,"6,7,8,9,10",,5,,,CHERUB agents need to move to a town in London to stop a drug organization that a powerful drug-dealing boss uses teenagers and kids to deliver his products to the customers. James and his CHERUB friends and his two adult handlers need
,,,,,,,,,,,
7/20/2021 14:35:48,12,,Mindblind,,Jennifer Roy,"7,8,9",,2,,,"Mindblind is a book about Nathaniel Clark, who lives in two worlds. In the regular world, he is a 14-year-old with Asperger’s syndrome, which causes him to be awkward or fearful in social interactions. When he feels overwhelmed, he goes into hi This book was overall written pretty well; however, it was not a constant page-turner. I personally found this book disappointing because I expected so much more to learn about Nathaniel’s world, which was not described/mentioned as much as"
7/28/2021 16:56:30,11,,The Cost of Knowing,,Brittney Morris,10,,5,,,"Any kid would love to have special powers like seeing the future, or even communicating with the dead. Alex Rufus, a special teen, older brother to Isaiah, and boyfriend to Talia, is “cursed” with the ability to see the future. When his hands come"
8/3/2021 13:02:41,11,,My Hero Academia Volume 1,,Kohei Horikoshi,"8,9,10,11,12",,4,,,"All young kids aspire to be a hero when they get older. In a world where kids are commonly born with their own powers or “quirks”, becoming a hero is something attainable for them. Izuku Midoriya, a teen boy who happens to be quirkless, deepl"
8/3/2021 13:21:56,11,,The Summer I Turned Pretty,,Jenny Han,9,,5,,,"Summer to Belly reminds her of the wonderful beach house she has spent practically all of her summer’s at. The hot season also reminds her of the two brothers, Jeremiah and Conrad, and their mother, Susannah. Best friend of Belly’s mother,"
8/4/2021 13:23:20,11,,Joyland,,Stephen King,"9,10,11,12",,4,,,"The story takes place in North Carolina, Devin Jones, a student at the University of New Hampshire starts his job at an amusement park called Joyland. He was interviewed by a woman named Madama Fortuna, the park’s fortune teller. She told    I very much enjoyed this book and the different storylines it followed. Throughout the novel, Devin is distracted by his girlfriend from college and he is disappointed he won't get to be with her. She ends up breaking up with him over the phone and"
,,,,,,,,,,,
8/4/2021 21:51:05,12,,The Sun Also Rises,,Ernest Hemingway,"11,12",,4,,,"Ernest Hemingway’s novel ""The Sun Also Rises"" immerses the reader in the lives of the Lost Generation, as they struggle to find meaning in their lives after World War I. The main characters, Jake Barnes and Lady Brett Ashley, often resort to fri
Perhaps the most remarkable aspect of Hemingway’s novel is the double-meaning imbued throughout the dialogue. Although engaging in seemingly aimless conversations and activities, the characters’ speech betrays their true personalities. Vie
Many of the symbols within the book also reveal alternate purposes. The bullfight and fiesta which serve as the setting for the climax represent the passion and lust for life that the veterans experienced during the war. Counter-balanced with scen"
,,,,,,,,,,,
,,,,,,,,,,,
8/4/2021 23:11:34,12,,Born A Crime,,Trevor Noah,"7,8,9,10",,5,,,"Already well known for his stand-up comedy and his role in the Daily Show, Trevor Noah presents his autobiography “Born A Crime”; a deeply moving masterpiece from the first page,  it portrays key themes in Mr.Noah’s classic blend of humor an
As Mr.Noah reflects on his experiences from his early childhood to his adulthood, he picks out his mother as a crucial motivator for his later success. Born to a Xhosa mother and Swiss-German father during apartheid in South Africa, Trevor Noa
Mr.Noah also explains that Xhosa cultural names are often based on a certain meaning or ideology, but the name Trevor has no meaning at all. His mother chose this name so he would be free to become anything he chose to be. In addition to h Written in 1985, neurologist Oliver Sacks' “The Man Who Mistook His Wife For a Hat and Other Clinical Tales” reflects on many strange conditions that the doctor came across during his practice. Sacks tells short stories of individuals with recogn"
,,,,,,,,,,,
,,,,,,,,,,,
8/6/2021 23:14:18,"8
",,Words on Fire,,Jennifer A. Nielsen,"5,6,7,8",,5,,,"Words on Fire is a novel written by Jennifer A. Nielsen that begins in the late 1800s as the protagonist, Audra, is introduced as a sheltered young girl, She lives on a remote farm in Lithuania with her father, Lina and Henrikas Zikaris. Audra’s fath
Before Audra had run away and her mother had been captured, she had given her a package and asked her to give it to a woman named Milda in a town called Venska. On the way to her destination, Audra meets a new strange boy, about her a
Since she had been kept in the dark and hidden away her entire life, Audra didn’t quite understand the dangerous times she was living in and how consequential owning a Lithuanian book could be at that time. She soon learns the true story of he"
,,,,,,,,,,,
,,,,,,,,,,,
8/12/2021 13:17:58,11,,Demon Slayer 1,,Koyoharu Gotouge,"8,9,10,11,12",,5,,,"Tanjiro Kamado is the eldest son in his family and without a father, his duty is to look over his mother and younger siblings. On a seemingly normal day, Tanjiro journeys down the mountain he lives upon to sell charcoal. Spending the whole day o"
8/14/2021 21:42:53,11,,It's Not Summer Without You,,Jenny Han,10,,4,,,"This is the first summer that Belly wouldn’t be spending at Cousin’s Beach. Who would have thought that so much could change from the end of last summer to spring of the following year. Things seemed quite alright between Belly and Conrad,"
8/16/2021 23:35:06,12,,Brave New World,,Aldous Huxley,"9,10,11,12",,4,,,"“Brave New World”, written by Aldous Huxley in 1932, warns of the dangers of a dystopian society where technology, hypnotism, drugs, and a rigid caste system force people into a state of meaningless happiness. All the main characters, includi
The remarkable world building through the perspectives of each character allows for the full impacts of the dystopian society to be felt. Characters like Helmholtz and Bernard are not accepted for their desire to engage with pain and remembranc
Perhaps the most fascinating aspect of the novel, the parallels to today’s society are clear despite its age. Written almost a century ago, “Brave New World” accurately predicted the arrival of genetic engineering and in-vitro fertilization. Furthermo"
,,,,,,,,,,,
,,,,,,,,,,,
8/30/2021 21:25:37,11,,My Hero Academia Vol. 4,,Kohei Horikoshi,"8,9,10,11,12",,5,,,"The aspiring heros are in the midst of the U.A. sports festival. For the first round after the qualifiers, the kids must form teams of four to battle against others. Midoriya is avoided like the plague despite having the most points. He eventually forms"
9/1/2021 21:37:28,11,,My Hero Academia Vol. 6,,Kohei Horikoshi,"8,9,10,11,12",,3,,,The U.A. sports festival is now an event of the past as the students take on their internships. All Might tells Midoriya that a man named Gran Torino would like to work with him as he worked with All Might when he was younger. Midoriya meets th
9/4/2021 21:20:17,11,,My Hero Academia Vol. 7,,Kohei Horikoshi,"9,10,11,12",,3,,,"Midoriya, Todoroki and Ida take on Stain, the hero killer, and this news spreads quickly. They all make it out of the fight with injuries, and Ida is in a predicament. He may have severely hurt his arm permanently. Gran Torino no longer can train Mi"
9/6/2021 14:43:19,11,,My Hero Academia Vol. 8,,Kohei Horikoshi,"9,10,11,12",,4,,,"Bakugo and Midoriya take down All Might during the practical exam but definitely not without a good fight! This goes for a majority of Class A as well. Each and every pair that passed the exam successfully, struggled and pushed their limits. In the"
9/6/2021 14:47:19,11,,My Hero Academia Vol. 9,,Kohei Horikoshi,"9,10,11,12",,5,,,The League of Villains have appeared on the camp scene and disturbed the students' time there. It’s night time when the villains decide to make their first moves on the heros. All throughout the campsite heroes and villains come face to face wit
9/7/2021 7:10:55,11,,Demon Slayer Vol. 3,,Koyoharu Gotouge,"8,9,10,11,12",,5,,,"Tanjiro manages to take down the two demons with the help of Nezuko, Yushiro and Tamayo. They learn that neither of them were a part of the Twelve Kizuki yet the demons were heavily influenced by Kibutsuji to believe so. Continuing on his jo"
9/7/2021 10:18:54,11,,My Hero Academia Vol. 10,,Kohei Horikoshi,"9,10,11,12",,5,,,"The end of the battle is near as the kids fight to save their two classmates. However it ended with various injuries and a stolen student, Bakugo. Post camp battle, Midoriya wakes up at the hospital surrounded by his classmates. Todoroki and Kiri"
9/7/2021 16:01:45,11,,My Hero Academia Vol. 11,,Kohei Horikoshi,"9,10,11,12",,4,,,"Todoroki, Midoriya, Kirishima, Ida and Yaoyorozu plan out a way to rescue Bakugo and get him out of All Might’s way so he could fight One For All. They successfully save Bakugo and now the focus shifts back to the two rivals at hand. Everyone"
9/7/2021 16:04:14,11,,My Hero Academia Vol. 12,,Kohei Horikoshi,"9,10,11,12",,5,,,"The students of U.A. are in for a new event. This time it’s a competition between other hero schools for the provisional licensing exam. Due to Class A’s exposure to the media several times after the sports festival, everyone happens to know the"
